,channel_id,video_id,like_count,comment
122,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,1,This just brings an immediate smile to my face. I'm thankful for the times we've had with Marzia and Felix as well as for every update that's still to come
123,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,Loving the vibes as always. Easily top 5 best vlogs series ever
124,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,What a beautiful life you lovelies have created 🇯🇵🌟♥️
125,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,he's teething lol
126,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,"Such a beautiful family, i love seeing your boy grow thank you, my daughter was born 2 months after him lol seeing her do stages faster then her older brother snd your boy is funny, girls on the move"
127,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,Where outlast men ? 😂
128,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,Yes someone else who’s scared of car washes
129,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,472,"This is what's known as the pro gamer move called ""happiness""
congrats pewds"
130,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,2,11:11 He has his daddys eyes🥰
131,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,1,I wish a had a perfect marriage in the future like yours
132,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,1,"When I see the home page of based website, I cannot help myself but waiting for Hackermen to come and hack me back in time 😄"
133,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,3,PewDiePie👊
134,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,So adorable and very perfect 🥰 💞 😍 ❤️ 💘
135,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,"These videos are so healing, I love every second and it motivates me so much !"
136,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,"björn is truly one of the cutest babies I've ever seen, he's too adorable, such a happy little guy😭🥺"
137,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,do you watch Jdramas? they are really good!
138,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,"The thumbnail got me.... 
I have a similar one of me holding my daughter, I do not have many pictures of her...
I'm too from the Nordics and the family courts here are truly atrocious. She was taken by my ex at age of two, that was four years ago.

I sadly do not have the stomach to watch the joy filled video, but I wish you all the best and especially Björn and all other kids out there.' 
I just wish I could be happy too, with my daughter.
I wish there was more awareness of the corruption and cruelty of the family courts. It's torture and abuse without end.
May you all be spared from such gut wrecking and heart bursting experiences.

Is it too much to ask of the community to spread awareness on this topic? perhaps with joined efforts on June 5th(father's day)?"
139,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,It's like watching fantasy movie about perfect life you will never have
140,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,"Your videos are so relaxing to watch. I put 'em on while making food or sleeping, so glad to see more of Bjorn. He's a darn cutie!"
141,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,Literally was smiling the whole time. Love this.
142,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,I’m telling my kids this was PewDiePie ❤
143,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,1,"I am having a big smile on my face watching this
So heartwarming 
Also guys pls like🎉"
144,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,Björn 😂
145,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,all things considered your fans have been very sweet lately. 
146,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,you look really good felix. 💗
147,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,it makes me so uncomfortable to see you with the babies.
148,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,Bjorn is growing so fast and so smart <3 And I can't believe eggy is 13 already!!! Happy birthday lil grumpy man!!!
149,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,1,"Bjorn is a really lucky kid to have parents like you and Marzia, wish you guys the best!"
150,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,I admire to be like Marzia one day. She made her own chocolates for Vday?! and cooks up all those delicious-looking homemade dishes for her family. Such a great wife and mother!
151,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,Little Björn just melts my heart
152,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,I’m so happy for y’all! Have a great 2024!
153,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,pewds look likes eren yeagers dad with the glasses
154,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,this is exactly what apt for in life
155,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,Bjorn is like one of those anime protagonists who has parents that are constantly laughing and chasing each other on the beach.
156,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,"Based set looks amazing btw. LOVE the style. Not in my finances this time, but excited to get a drop one day!"
157,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,Would you rather?
158,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,1,Thank you for taking us around Japan! it's one of my dreams to go there
159,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,my dog passed away this week. She would have been 13 this year. hope edgar lives longer
160,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,pewds is such a hopecore
161,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,"this vlog made me sooo emotional! thanks for sharing these buts of your life with us, felix and marzia! björn seems  to be the happiest abby alive and its so so cute!"
162,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,You have lot of subs but your new videos view count is less than even Markiplier. Ppl just subscribe and forget 😂😂
163,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,"Started watching pewds when I was 14, now I’m turning 24 how time flies so fast 😢"
164,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,So glad we made the right person famous
165,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,why im i seeing little ed sheeran ?
166,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,"Little Pewdie, he's just like you."
167,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,I think JaDadPie is my favorite era to watch
168,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,"I'mma start listing off characters that Björn reminds me of when he reminds me of them.
Boggis from Fantastic Mr Fox."
169,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,baby looks like pewdiepie
170,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,"what language do you teach Björn? English, japanese swedish or multiple at once?"
171,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,❤such wholesome content i love this video.
172,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,1,8:11 you can tell he's well read and moved onto a higher plane of reasoning thanks to years of studying philosphy
173,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,"Shhh, my slice of life has started"
174,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,These videos fill me with so much joy :)
175,UC-lHJZR3Gqxm24_Vd_AJ5Yw,YWrFNoTXbKs,0,10:28 Sneak peak of next DRAWING video??? ;o
